YEAR,MO,DY,HR,solar,wind,home_consumption
2025,3,23,2,,2.19,0.2901
2025,3,23,3,,2.37,0.2662
2025,3,23,4,,2.59,0.2676
2025,3,23,5,,3.01,0.27647
2025,3,23,6,,3.4,1.22227
2025,3,23,7,,3.79,1.9694
2025,3,23,8,,4.21,1.3058
2025,3,23,9,,4.36,1.33703
2025,3,23,10,,4.64,0.57913
2025,3,23,11,,5.0,0.27167
2025,3,23,12,,4.34,0.31637
2025,3,23,13,,3.54,0.25887
2025,3,23,14,,2.5,0.31077
2025,3,23,15,,2.58,0.29017
2025,3,23,16,,3.13,0.54277
2025,3,23,17,,3.99,0.7478
2025,3,23,18,,4.54,1.4006
2025,3,23,19,,5.15,1.60933
2025,3,23,20,,5.58,2.17367
2025,3,23,21,,5.03,1.5232
2025,3,23,22,,4.51,1.74103
2025,3,23,23,,5.25,0.74577
2025,3,24,0,,6.72,0.2784
2025,3,24,1,,7.26,0.7553
2025,3,24,2,,6.83,0.40623
2025,3,24,3,,5.98,0.28183
2025,3,24,4,,5.91,0.26987
2025,3,24,5,,6.61,0.29417
2025,3,24,6,,7.23,0.24523
2025,3,24,7,,8.42,0.9754
2025,3,24,8,,9.34,1.54037
2025,3,24,9,,9.07,2.51753
2025,3,24,10,,8.41,1.98203
2025,3,24,11,,7.71,1.65207
2025,3,24,12,,7.02,2.12847
2025,3,24,13,,6.17,1.96277
2025,3,24,14,,5.17,2.6257
2025,3,24,15,,4.83,3.24523
2025,3,24,16,,5.6,2.4816
2025,3,24,17,,6.32,2.4093
2025,3,24,18,,5.91,3.0232
2025,3,24,19,,5.83,5.01587
2025,3,24,20,,6.21,3.8878
2025,3,24,21,,6.46,3.2403
2025,3,24,22,,6.3,4.11787
2025,3,24,23,,5.78,4.1373
2025,3,25,0,,4.99,2.37653
2025,3,25,1,,4.94,2.32263
2025,3,25,2,,5.16,2.35973
2025,3,25,3,,6.17,2.35833
2025,3,25,4,,5.64,2.3921
2025,3,25,5,,6.1,2.5013
2025,3,25,6,,6.16,2.90117
2025,3,25,7,,5.48,2.32213
2025,3,25,8,,5.41,2.8779
2025,3,25,9,,5.67,2.6818
2025,3,25,10,,6.21,2.0568
2025,3,25,11,,6.88,0.67647
2025,3,25,12,,7.13,1.8676
2025,3,25,13,,6.71,1.77817
2025,3,25,14,,5.54,2.49553
2025,3,25,15,,4.26,1.82177
2025,3,25,16,,4.22,2.25137
2025,3,25,17,,4.25,0.35054
2025,3,25,18,,4.28,1.253
2025,3,25,19,,4.08,3.745
2025,3,25,20,,3.88,4.44677
2025,3,25,21,,4.04,3.52053
2025,3,25,22,,4.11,2.81807
2025,3,25,23,,3.96,1.43267
2025,3,26,0,,3.92,1.2643
2025,3,26,1,,3.81,0.29773
2025,3,26,2,,3.98,0.3271
2025,3,26,3,,3.98,0.2736
2025,3,26,4,,4.09,0.27843
2025,3,26,5,,4.73,0.32357
2025,3,26,6,,4.81,0.58453
2025,3,26,7,,4.95,2.5576
2025,3,26,8,,4.95,1.57637
2025,3,26,9,,4.48,1.8652
2025,3,26,10,,3.98,1.59917
2025,3,26,11,,3.63,1.56557
2025,3,26,12,,3.2,1.0038
2025,3,26,13,,2.47,1.2699
2025,3,26,14,,1.57,0.8842
2025,3,26,15,,0.57,0.29373
2025,3,26,16,,0.59,0.30847
2025,3,26,17,,1.46,0.32103
2025,3,26,18,,1.99,0.37547
2025,3,26,19,,2.05,0.92253
2025,3,26,20,,1.57,2.16573
2025,3,26,21,,0.92,1.7705
2025,3,26,22,,0.71,1.38447
2025,3,26,23,,1.16,0.38837
2025,3,27,0,,1.75,0.30883
2025,3,27,1,,1.84,0.26437
2025,3,27,2,,1.83,0.46847
2025,3,27,3,,1.93,0.73393
2025,3,27,4,,1.97,0.29217
2025,3,27,5,,2.11,0.28487
2025,3,27,6,,2.43,0.59453
2025,3,27,7,,2.67,1.28493
2025,3,27,8,,3.01,1.32923
2025,3,27,9,,3.39,0.4894
2025,3,27,10,,3.39,0.27953
2025,3,27,11,,3.27,0.2838
2025,3,27,12,,4.01,0.2989
2025,3,27,13,,4.87,0.27233
2025,3,27,14,,5.28,0.3302
2025,3,27,15,,4.47,0.29303
2025,3,27,16,,3.72,0.40543
2025,3,27,17,,3.79,0.81037
2025,3,27,18,,4.39,0.48073
2025,3,27,19,,4.99,1.5816
2025,3,27,20,,5.59,2.87467
2025,3,27,21,,6.02,2.90333
2025,3,27,22,,6.06,1.21827
2025,3,27,23,,5.76,0.33607
2025,3,28,0,,5.28,0.2928
2025,3,28,1,,4.69,0.92407
2025,3,28,2,,4.07,0.34503
2025,3,28,3,,3.29,0.2843
2025,3,28,4,,2.05,0.31203
2025,3,28,5,,1.21,0.28457
2025,3,28,6,,2.9,1.21527
2025,3,28,7,,4.47,2.4086
2025,3,28,8,,4.95,2.1081
2025,3,28,9,,4.29,1.93417
2025,3,28,10,,3.31,1.35717
2025,3,28,11,,2.59,1.90343
2025,3,28,12,,3.11,1.41123
2025,3,28,13,,3.76,2.37607
2025,3,28,14,,4.02,3.3282
2025,3,28,15,,4.63,2.20353
2025,3,28,16,,2.25,3.12653
2025,3,28,17,,2.46,0.86107
2025,3,28,18,,2.38,0.3857
2025,3,28,19,,1.61,2.6782
2025,3,28,20,,1.08,2.75297
2025,3,28,21,,1.01,4.0896
2025,3,28,22,,1.12,1.92283
2025,3,28,23,,1.43,0.39283
2025,3,29,0,,1.68,0.31367
2025,3,29,1,,1.93,0.34233
2025,3,29,2,,1.89,0.3084
2025,3,29,3,,1.99,0.34327
2025,3,29,4,,2.22,0.30613
2025,3,29,5,,2.9,0.89303
2025,3,29,6,,3.54,1.55963
2025,3,29,7,,4.15,2.21107
2025,3,29,8,,4.08,1.38523
2025,3,29,9,,3.96,1.33943
2025,3,29,10,,3.79,0.7244
2025,3,29,11,,3.65,0.28963
2025,3,29,12,,3.57,0.32607
2025,3,29,13,,3.54,0.29513
2025,3,29,14,,3.26,0.32537
2025,3,29,15,,2.43,0.30013
2025,3,29,16,,2.19,0.30267
2025,3,29,17,,2.24,0.6556
2025,3,29,18,,2.29,1.79807
2025,3,29,19,,2.35,2.60667
2025,3,29,20,,2.4,3.01937
2025,3,29,21,,2.61,3.37193
2025,3,29,22,,2.87,2.63173
2025,3,29,23,,3.08,0.8578
2025,3,30,0,,3.23,0.3484
2025,3,30,1,,3.25,0.31173
2025,3,30,2,,3.08,0.30253
2025,3,30,3,,2.59,0.34987
2025,3,30,4,,1.9,0.297
2025,3,30,5,,1.58,0.2958
2025,3,30,6,,1.26,1.12797
2025,3,30,7,,0.93,2.5133
2025,3,30,8,,0.51,2.00723
2025,3,30,9,,0.28,1.40487
2025,3,30,10,,0.61,1.48017
2025,3,30,11,,0.88,0.55413
2025,3,30,12,,0.95,0.92983
2025,3,30,13,,1.5,1.53607
2025,3,30,14,,2.26,0.93923
2025,3,30,15,,2.73,0.29613
2025,3,30,16,,2.65,0.31557
2025,3,30,17,,2.89,0.46603
2025,3,30,18,,3.01,0.3478
2025,3,30,19,,2.96,1.00927
2025,3,30,20,,2.83,2.21373
2025,3,30,21,,2.62,2.1831
2025,3,30,22,,2.42,1.58623
2025,3,30,23,,2.35,0.55723
2025,3,31,0,,2.34,0.37467
2025,3,31,1,,2.51,0.36487
2025,3,31,2,,2.4,1.60733
2025,3,31,3,,2.02,2.4564
2025,3,31,4,,2.02,2.40923
2025,3,31,5,,1.94,2.417
2025,3,31,6,,1.88,2.48153
2025,3,31,7,,2.23,2.9945
2025,3,31,8,,2.27,2.3473
2025,3,31,9,,1.87,2.032
2025,3,31,10,,0.97,5.16107
2025,3,31,11,,0.34,1.8562
2025,3,31,12,,0.39,1.511
2025,3,31,13,,0.62,1.72
2025,3,31,14,,0.45,2.28613
2025,3,31,15,,1.93,2.5679
2025,3,31,16,,2.99,2.2105
2025,3,31,17,,3.34,2.0474
2025,3,31,18,,3.48,4.06117
2025,3,31,19,,4.04,3.47327
2025,3,31,20,,3.97,4.76603
2025,3,31,21,,3.87,2.55967
2025,3,31,22,,3.79,2.31007
2025,3,31,23,,3.68,2.4766
2025,4,1,0,,3.63,2.3245
2025,4,1,1,,3.94,1.9731
2025,4,1,2,,4.38,1.77313
2025,4,1,3,,3.94,1.15943
2025,4,1,4,,3.85,0.293
2025,4,1,5,,3.9,0.3035
2025,4,1,6,,3.42,0.32287
2025,4,1,7,,3.44,0.91957
2025,4,1,8,,4.13,2.37907
2025,4,1,9,,4.32,1.65003
2025,4,1,10,,4.45,1.8921
2025,4,1,11,,5.42,1.82203
2025,4,1,12,,5.7,1.56653
2025,4,1,13,,5.66,1.392
2025,4,1,14,,5.58,1.4558
2025,4,1,15,,5.56,1.46557
2025,4,1,16,,5.73,0.34977
2025,4,1,17,,5.64,3.8601
2025,4,1,18,,5.58,3.5976
2025,4,1,19,,5.76,3.31293
2025,4,1,20,,5.9,2.20983
2025,4,1,21,,5.89,3.94737
2025,4,1,22,,4.87,4.24103
2025,4,1,23,,3.59,2.22167
2025,4,2,0,,2.76,1.3777
2025,4,2,1,,2.36,1.36517
2025,4,2,2,,1.94,0.78517
2025,4,2,3,,1.72,0.29347
2025,4,2,4,,1.87,0.282
2025,4,2,5,,1.79,0.33563
2025,4,2,6,,1.48,0.6454
2025,4,2,7,,1.44,2.06177
2025,4,2,8,,1.64,1.85157
2025,4,2,9,,1.94,1.48267
2025,4,2,10,,2.59,1.30993
2025,4,2,11,,3.47,1.3743
2025,4,2,12,,4.38,1.32383
2025,4,2,13,,5.13,1.43213
2025,4,2,14,,5.66,1.4159
2025,4,2,15,,5.88,0.5742
2025,4,2,16,,5.74,0.28927
2025,4,2,17,,5.34,0.32627
2025,4,2,18,,5.19,0.64997
2025,4,2,19,,5.04,2.41887
2025,4,2,20,,4.85,2.5702
2025,4,2,21,,4.76,3.14297
2025,4,2,22,,4.49,3.3631
2025,4,2,23,,4.26,2.00817
2025,4,3,0,,4.06,0.33053
2025,4,3,1,,3.81,0.29373
2025,4,3,2,,3.63,0.31543
2025,4,3,3,,3.28,0.29687
2025,4,3,4,,3.04,0.2885
2025,4,3,5,,2.86,0.30007
2025,4,3,6,,2.34,0.67313
2025,4,3,7,,1.75,3.14623
2025,4,3,8,,1.38,1.41103
2025,4,3,9,,1.37,1.3817
2025,4,3,10,,1.57,1.37667
2025,4,3,11,,1.75,1.23383
2025,4,3,12,,1.88,0.35253
2025,4,3,13,,1.97,0.28237
2025,4,3,14,,1.93,0.28227
2025,4,3,15,,1.79,0.355
2025,4,3,16,,1.73,0.28377
2025,4,3,17,,2.13,0.2969
2025,4,3,18,,2.53,1.47963
2025,4,3,19,,2.86,4.56563
2025,4,3,20,,3.03,1.83403
2025,4,3,21,,3.04,2.30737
2025,4,3,22,,2.97,3.16887
2025,4,3,23,,2.84,1.12423
2025,4,4,0,,2.69,0.29367
2025,4,4,1,,2.59,0.3337
2025,4,4,2,,2.61,0.2926
2025,4,4,3,,2.67,0.26903
2025,4,4,4,,3.01,0.3209
2025,4,4,5,,3.18,0.2826
2025,4,4,6,,3.41,1.3503
2025,4,4,7,,3.3,1.90203
2025,4,4,8,,3.29,1.9694
2025,4,4,9,,3.42,1.47027
2025,4,4,10,,3.75,1.31137
2025,4,4,11,,4.04,1.45787
2025,4,4,12,,4.27,1.6333
2025,4,4,13,,4.34,1.4345
2025,4,4,14,,4.2,2.08783
2025,4,4,15,,3.83,2.74443
2025,4,4,16,,3.1,2.1897
2025,4,4,17,,3.17,0.35293
2025,4,4,18,,2.98,1.45943
2025,4,4,19,,2.67,1.96307
2025,4,4,20,,2.38,1.49693
2025,4,4,21,,2.07,3.79587
2025,4,4,22,,1.88,2.42933
2025,4,4,23,,1.78,1.35673
2025,4,5,0,,1.45,0.3197
2025,4,5,1,,1.21,0.30483
2025,4,5,2,,1.19,0.2763
2025,4,5,3,,1.4,0.26683
2025,4,5,4,,1.73,0.3255
2025,4,5,5,,1.91,0.2753
2025,4,5,6,,2.12,0.59203
2025,4,5,7,,2.15,2.8373
2025,4,5,8,,2.02,1.91003
2025,4,5,9,,1.96,1.54817
2025,4,5,10,,2.13,1.71637
2025,4,5,11,,2.65,1.4853
2025,4,5,12,,3.28,0.47673
2025,4,5,13,,3.81,0.3733
2025,4,5,14,,4.21,0.45383
2025,4,5,15,,4.21,0.51517
2025,4,5,16,,3.47,0.45937
2025,4,5,17,,3.51,0.5125
2025,4,5,18,,3.56,0.4661
2025,4,5,19,,3.72,2.68887
2025,4,5,20,,3.92,4.05553
2025,4,5,21,,4.2,4.75263
2025,4,5,22,,4.56,2.68543
2025,4,5,23,,4.87,1.4375
2025,4,6,0,,5.16,1.31087
2025,4,6,1,,5.51,0.3618
2025,4,6,2,,6.22,0.3169
2025,4,6,3,,6.93,0.34343
2025,4,6,4,,8.22,0.3616
2025,4,6,5,,8.96,0.3147
2025,4,6,6,,9.7,0.58433
2025,4,6,7,,9.89,1.9139
2025,4,6,8,,9.54,1.9049
2025,4,6,9,,8.65,1.37403
2025,4,6,10,,7.58,1.35663
2025,4,6,11,,6.71,1.3402
2025,4,6,12,,5.55,0.31413
2025,4,6,13,,4.88,0.3061
2025,4,6,14,,8.21,0.3037
2025,4,6,15,,10.03,0.30373
2025,4,6,16,,9.21,0.47523
2025,4,6,17,,8.6,1.42537
2025,4,6,18,,8.35,3.19457
2025,4,6,19,,8.13,2.22087
2025,4,6,20,,7.81,0.63667
2025,4,6,21,,7.31,2.33477
2025,4,6,22,,6.75,2.40727
2025,4,6,23,,6.32,1.27997
2025,4,7,0,,5.97,0.9913
2025,4,7,1,,5.71,0.45343
2025,4,7,2,,5.88,0.2938
2025,4,7,3,,6.37,0.3004
2025,4,7,4,,6.83,0.3558
2025,4,7,5,,6.72,0.8981
2025,4,7,6,,6.46,0.2928
2025,4,7,7,,6.17,0.71623
2025,4,7,8,,6.69,0.69107
2025,4,7,9,,8.41,1.7694
2025,4,7,10,,9.16,2.09883
2025,4,7,11,,8.5,2.7292
2025,4,7,12,,7.89,0.50247
2025,4,7,13,,7.33,0.32797
2025,4,7,14,,7.09,0.29717
2025,4,7,15,,7.25,0.48973
2025,4,7,16,,7.19,0.57553
2025,4,7,17,,6.75,0.36893
2025,4,7,18,,6.54,0.96913
2025,4,7,19,,6.39,0.4204
2025,4,7,20,,5.96,0.34413
2025,4,7,21,,5.39,3.29703
2025,4,7,22,,5.08,3.338
2025,4,7,23,,4.93,3.37787
2025,4,8,0,,4.77,2.79077
2025,4,8,1,,4.67,2.299
2025,4,8,2,,4.63,2.34483
2025,4,8,3,,4.61,2.3959
2025,4,8,4,,4.73,2.3291
2025,4,8,5,,5.59,2.27863
2025,4,8,6,,5.67,1.8304
2025,4,8,7,,5.76,0.90483
2025,4,8,8,,6.01,0.58443
2025,4,8,9,,6.23,1.28863
2025,4,8,10,,6.51,0.70267
2025,4,8,11,,6.93,0.6233
2025,4,8,12,,7.3,0.56853
2025,4,8,13,,7.54,0.82903
2025,4,8,14,,7.66,1.34863
2025,4,8,15,,7.56,0.71993
2025,4,8,16,,6.62,0.26277
2025,4,8,17,,5.97,0.29627
2025,4,8,18,,5.58,0.32733
2025,4,8,19,,5.36,0.25953
2025,4,8,20,,5.26,0.30013
2025,4,8,21,,5.22,0.31897
2025,4,8,22,,5.11,0.2623
2025,4,8,23,,4.92,0.94767
2025,4,9,0,,4.77,0.32547
2025,4,9,1,,4.74,0.27953
2025,4,9,2,,4.73,0.27813
2025,4,9,3,,4.76,0.32317
2025,4,9,4,,4.96,0.2827
2025,4,9,5,,5.85,0.27107
2025,4,9,6,,5.95,0.33263
2025,4,9,7,,5.74,0.27613
2025,4,9,8,,5.36,0.2738
2025,4,9,9,,4.91,0.4447
2025,4,9,10,,4.42,0.92583
2025,4,9,11,,4.0,0.28287
2025,4,9,12,,3.61,0.31873
2025,4,9,13,,3.3,0.27037
2025,4,9,14,,3.02,0.30603
2025,4,9,15,,2.6,1.18197
2025,4,9,16,,2.08,1.10093
2025,4,9,17,,2.16,1.43627
2025,4,9,18,,2.12,0.98987
2025,4,9,19,,2.03,2.41473
2025,4,9,20,,2.2,1.6264
2025,4,9,21,,2.58,1.60673
2025,4,9,22,,3.07,0.82667
2025,4,9,23,,3.61,0.30727
2025,4,10,0,,4.14,0.3084
2025,4,10,1,,4.58,0.28373
2025,4,10,2,,4.92,0.31117
2025,4,10,3,,5.21,0.3151
2025,4,10,4,,5.58,0.2681
2025,4,10,5,,6.95,0.8153
2025,4,10,6,,7.4,0.3912
2025,4,10,7,,7.54,0.26403
2025,4,10,8,,7.76,0.3317
2025,4,10,9,,7.98,0.28627
2025,4,10,10,,8.17,0.273
2025,4,10,11,,8.45,0.3255
2025,4,10,12,,8.92,0.28157
2025,4,10,13,,9.34,0.2886
2025,4,10,14,,9.21,0.32147
2025,4,10,15,,8.24,0.28497
2025,4,10,16,,8.21,1.03583
2025,4,10,17,,8.74,0.39983
2025,4,10,18,,9.13,0.56243
2025,4,10,19,,9.09,0.5369
2025,4,10,20,,8.15,1.04
2025,4,10,21,,8.91,1.0301
2025,4,10,22,,11.76,1.18267
2025,4,10,23,,9.27,1.8182
2025,4,11,0,,8.28,1.49547
2025,4,11,1,,7.27,1.09543
2025,4,11,2,,6.11,0.38733
2025,4,11,3,,5.23,0.3467
2025,4,11,4,,5.66,0.35583
2025,4,11,5,,5.87,0.36323
2025,4,11,6,,5.51,0.3567
2025,4,11,7,,5.21,0.3621
2025,4,11,8,,5.2,0.3491
2025,4,11,9,,4.86,1.4643
2025,4,11,10,,3.84,1.57743
2025,4,11,11,,2.96,1.36713
2025,4,11,12,,3.03,1.3171
2025,4,11,13,,3.7,0.28307
2025,4,11,14,,4.52,0.28523
2025,4,11,15,,5.23,0.33723
2025,4,11,16,,5.22,0.28753
2025,4,11,17,,5.6,0.2903
2025,4,11,18,,5.46,0.33113
2025,4,11,19,,5.48,0.28233
2025,4,11,20,,5.75,0.28547
2025,4,11,21,,6.09,0.32633
2025,4,11,22,,6.56,0.974
2025,4,11,23,,7.09,0.27087
2025,4,12,0,,7.15,0.3388
2025,4,12,1,,6.56,0.27313
2025,4,12,2,,6.08,0.26847
2025,4,12,3,,6.23,0.35313
2025,4,12,4,,6.55,0.2677
2025,4,12,5,,6.43,0.2763
2025,4,12,6,,5.51,0.33537
2025,4,12,7,,4.09,0.2729
2025,4,12,8,,2.55,0.2931
2025,4,12,9,,2.0,0.86633
2025,4,12,10,,3.43,0.58623
2025,4,12,11,,5.25,0.3085
2025,4,12,12,,6.26,0.30987
2025,4,12,13,,6.85,0.27183
2025,4,12,14,,7.15,0.30027
2025,4,12,15,,6.66,0.31197
2025,4,12,16,,4.76,0.28587
2025,4,12,17,,3.75,0.29047
2025,4,12,18,,3.1,0.32503
2025,4,12,19,,2.5,0.27997
2025,4,12,20,,1.9,0.28967
2025,4,12,21,,1.44,1.01553
2025,4,12,22,,1.13,0.5554
2025,4,12,23,,1.11,0.28593
2025,4,13,0,,1.48,0.33013
2025,4,13,1,,1.99,0.2662
2025,4,13,2,,2.41,0.3055
2025,4,13,3,,2.47,0.31867
2025,4,13,4,,2.59,0.26017
2025,4,13,5,,2.23,0.32023
2025,4,13,6,,1.84,0.3113
2025,4,13,7,,1.5,0.26517
2025,4,13,8,,1.23,0.30977
2025,4,13,9,,1.07,0.79403
2025,4,13,10,,0.95,0.7739
2025,4,13,11,,0.9,0.3045
2025,4,13,12,,1.0,0.31253
2025,4,13,13,,1.2,0.29087
2025,4,13,14,,1.45,0.29547
2025,4,13,15,,1.55,0.30743
2025,4,13,16,,1.55,0.30033
2025,4,13,17,,2.05,0.29067
2025,4,13,18,,2.63,0.31497
2025,4,13,19,,2.93,0.27933
2025,4,13,20,,3.08,0.3047
2025,4,13,21,,3.05,0.54063
2025,4,13,22,,2.61,1.06217
2025,4,13,23,,1.85,0.32503
2025,4,14,0,,1.27,0.3115
2025,4,14,1,,1.57,0.25917
2025,4,14,2,,2.53,0.3292
2025,4,14,3,,2.94,0.30887
2025,4,14,4,,2.83,0.2648
2025,4,14,5,,3.08,0.33243
2025,4,14,6,,3.33,0.30667
2025,4,14,7,,3.55,0.26853
2025,4,14,8,,3.67,0.3262
2025,4,14,9,,3.79,0.2918
2025,4,14,10,,4.07,0.94447
2025,4,14,11,,4.42,0.64637
2025,4,14,12,,4.81,0.28667
2025,4,14,13,,5.25,0.30347
2025,4,14,14,,5.83,0.3112
2025,4,14,15,,6.43,0.29303
2025,4,14,16,,6.37,0.2846
2025,4,14,17,,5.9,0.32017
2025,4,14,18,,5.45,0.3015
2025,4,14,19,,4.93,0.2695
2025,4,14,20,,4.63,0.34197
2025,4,14,21,,4.57,0.3053
2025,4,14,22,,4.49,0.47517
2025,4,14,23,,4.15,1.15523
2025,4,15,0,,3.84,0.30373
2025,4,15,1,,3.86,0.26267
2025,4,15,2,,4.14,0.34247
2025,4,15,3,,4.08,0.30203
2025,4,15,4,,4.43,0.2712
2025,4,15,5,,4.44,0.34697
2025,4,15,6,,4.17,0.28563
2025,4,15,7,,3.76,0.2877
2025,4,15,8,,3.52,0.3351
2025,4,15,9,,3.52,0.27563
2025,4,15,10,,3.48,0.29727
2025,4,15,11,,3.64,0.84083
2025,4,15,12,,4.05,0.7466
2025,4,15,13,,4.36,0.29583
2025,4,15,14,,4.55,0.60683
2025,4,15,15,,4.49,1.68907
2025,4,15,16,,3.9,0.80897
2025,4,15,17,,4.33,0.23667
2025,4,15,18,,4.46,0.24403
2025,4,15,19,,4.27,0.21557
2025,4,15,20,,4.07,0.20453
2025,4,15,21,,3.77,0.33073
2025,4,15,22,,3.37,1.78783
2025,4,15,23,,3.06,0.78483
2025,4,16,0,,2.96,0.22457
2025,4,16,1,,2.85,0.2228
2025,4,16,2,,2.81,0.19723
2025,4,16,3,,2.9,0.2225
2025,4,16,4,,3.55,0.21603
2025,4,16,5,,3.56,0.19283
2025,4,16,6,,3.41,0.227
2025,4,16,7,,3.15,0.8112
2025,4,16,8,,2.85,1.25223
2025,4,16,9,,2.57,0.46427
2025,4,16,10,,2.74,0.20353
2025,4,16,11,,3.22,0.22703
2025,4,16,12,,3.78,0.58957
2025,4,16,13,,4.32,0.26667
2025,4,16,14,,4.81,0.30383
2025,4,16,15,,5.01,0.36057
2025,4,16,16,,4.51,0.3592
2025,4,16,17,,4.81,1.28067
2025,4,16,18,,4.88,1.0059
2025,4,16,19,,4.26,0.25297
2025,4,16,20,,3.76,1.3047
2025,4,16,21,,3.57,2.90347
2025,4,16,22,,3.59,1.59513
2025,4,16,23,,3.77,1.18927
2025,4,17,0,,3.99,0.2829
2025,4,17,1,,4.17,0.2472
2025,4,17,2,,4.28,0.26617
2025,4,17,3,,4.21,0.27603
2025,4,17,4,,4.77,0.25943
2025,4,17,5,,4.62,0.26187
2025,4,17,6,,4.64,0.70113
2025,4,17,7,,4.9,1.8215
2025,4,17,8,,5.11,1.33253
2025,4,17,9,,5.42,1.2977
2025,4,17,10,,5.82,1.2908
2025,4,17,11,,6.17,0.89283
2025,4,17,12,,6.46,0.2699
2025,4,17,13,,6.6,0.39713
2025,4,17,14,,6.52,0.25817
2025,4,17,15,,6.29,0.25803
2025,4,17,16,,6.17,0.33107
2025,4,17,17,,6.3,0.66843
2025,4,17,18,,5.94,0.3401
2025,4,17,19,,5.27,0.9338
2025,4,17,20,,4.57,2.72067
2025,4,17,21,,4.5,1.99487
2025,4,17,22,,4.63,2.03933
2025,4,17,23,,4.56,1.25397
2025,4,18,0,,4.37,1.0819
2025,4,18,1,,4.26,0.21447
2025,4,18,2,,4.26,0.20193
2025,4,18,3,,4.25,0.2096
2025,4,18,4,,4.92,0.21177
2025,4,18,5,,4.71,0.20273
2025,4,18,6,,4.09,0.93857
2025,4,18,7,,3.44,1.58417
2025,4,18,8,,2.97,1.16693
2025,4,18,9,,2.8,0.66487
2025,4,18,10,,3.36,1.46713
2025,4,18,11,,4.68,0.545
2025,4,18,12,,6.05,1.01523
2025,4,18,13,,6.19,0.24227
2025,4,18,14,,5.43,0.44493
2025,4,18,15,,4.06,0.24107
2025,4,18,16,,2.52,0.22183
2025,4,18,17,,2.8,0.2499
2025,4,18,18,,3.58,0.61583
2025,4,18,19,,3.94,0.58433
2025,4,18,20,,4.1,0.44323
2025,4,18,21,,3.8,1.81147
2025,4,18,22,,3.21,1.58137
2025,4,18,23,,2.45,0.6969
2025,4,19,0,,1.86,0.57057
2025,4,19,1,,1.48,0.61423
2025,4,19,2,,1.22,1.01517
2025,4,19,3,,1.01,0.367
2025,4,19,4,,1.12,0.3637
2025,4,19,5,,1.15,0.37537
2025,4,19,6,,1.46,0.35803
2025,4,19,7,,1.74,1.49507
2025,4,19,8,,2.09,1.2647
2025,4,19,9,,2.28,1.04077
2025,4,19,10,,2.32,0.25153
2025,4,19,11,,2.42,0.62383
2025,4,19,12,,2.48,1.26017
2025,4,19,13,,2.5,1.0357
2025,4,19,14,,2.64,0.74147
2025,4,19,15,,2.79,0.1934
2025,4,19,16,,3.02,0.20133
2025,4,19,17,,3.63,0.24947
2025,4,19,18,,3.98,1.07597
2025,4,19,19,,3.91,0.82957
2025,4,19,20,,3.39,1.41057
2025,4,19,21,,2.58,1.01043
2025,4,19,22,,1.98,0.6068
2025,4,19,23,,1.77,0.18947
2025,4,20,0,,1.57,0.21453
2025,4,20,1,,1.5,0.20897
2025,4,20,2,,1.51,0.1967
2025,4,20,3,,1.46,0.19983
2025,4,20,4,,1.52,0.80233
2025,4,20,5,,1.27,0.21827
2025,4,20,6,,1.45,0.30013
2025,4,20,7,,1.62,1.78793
2025,4,20,8,,1.75,0.53133
2025,4,20,9,,1.68,0.19557
2025,4,20,10,,1.43,0.1757
2025,4,20,11,,1.04,0.2175
2025,4,20,12,,0.49,0.2267
2025,4,20,13,,0.4,0.2862
2025,4,20,14,,1.03,0.41133
2025,4,20,15,,1.44,0.2967
2025,4,20,16,,1.61,0.87397
2025,4,20,17,,1.94,0.31987
2025,4,20,18,,2.2,0.31783
2025,4,20,19,,2.25,0.3906
2025,4,20,20,,2.06,0.798
2025,4,20,21,,1.68,2.88427
2025,4,20,22,,1.15,1.59997
2025,4,20,23,,0.58,0.25543
2025,4,21,0,,0.38,0.1902
2025,4,21,1,,0.76,0.18967
2025,4,21,2,,1.18,0.195
2025,4,21,3,,1.42,0.1792
2025,4,21,4,,1.74,0.20197
2025,4,21,5,,1.8,0.57567
2025,4,21,6,,1.83,0.44627
2025,4,21,7,,1.95,0.77297
2025,4,21,8,,2.02,0.20303
2025,4,21,9,,1.82,1.18157
2025,4,21,10,,1.86,0.8857
2025,4,21,11,,2.35,0.99433
2025,4,21,12,,3.16,1.41523
2025,4,21,13,,3.73,1.99
2025,4,21,14,,4.04,1.78323
2025,4,21,15,,4.3,1.2668
2025,4,21,16,,4.01,1.2872
2025,4,21,17,,4.35,0.6018
2025,4,21,18,,4.84,2.4504
2025,4,21,19,,4.7,2.95923
2025,4,21,20,,4.13,1.8119
2025,4,21,21,,3.69,3.54023
2025,4,21,22,,3.43,2.09213
2025,4,21,23,,3.32,0.68053
2025,4,22,0,,3.3,0.36273
2025,4,22,1,,3.25,0.2434
2025,4,22,2,,3.17,0.2818
2025,4,22,3,,3.23,0.2243
2025,4,22,4,,3.95,0.25977
2025,4,22,5,,3.88,0.32823
2025,4,22,6,,3.92,1.54227
2025,4,22,7,,4.19,2.66797
2025,4,22,8,,4.46,2.25217
2025,4,22,9,,4.71,3.34677
2025,4,22,10,,5.01,2.92193
2025,4,22,11,,5.27,3.04103
2025,4,22,12,,5.33,2.23547
2025,4,22,13,,5.62,0.86073
2025,4,22,14,,6.19,2.10053
2025,4,22,15,,6.01,0.58997
2025,4,22,16,,5.58,1.5805
2025,4,22,17,,5.66,1.1808
